employee_id,department,date,login_hour,logout_hour,session_length_hrs,files_accessed,usb_events,upload_mb,apps_used,after_hours_access,is_weekend,label_is_anomaly,is_odd_hour_login,high_usb_activity,large_upload,bulk_file_access,login_hour_baseline_mean,login_hour_zscore,logout_hour_baseline_mean,logout_hour_zscore,session_length_hrs_baseline_mean,session_length_hrs_zscore,files_accessed_baseline_mean,files_accessed_zscore,usb_events_baseline_mean,usb_events_zscore,upload_mb_baseline_mean,upload_mb_zscore,apps_used_baseline_mean,apps_used_zscore,isolation_forest_risk,lof_risk,knn_risk,risk_score
1,Sales,2026-05-02,8.67,17.56,8.89,29,0,11.26,4,0,1,0,0,0,0,0,8.01,1.3858697343671684,18.50333333333333,-0.8477424590375423,10.493333333333332,-1.2078604518329907,26.0,0.5388159060803247,0.6666666666666666,-0.5773502691896256,11.853333333333332,-0.5239397501944668,3.333333333333333,0.5773502691896255,5.948726566120497,0.4078144318123254,0.6271583868756814,2.3
1,Sales,2026-05-04,8.11,17.94,9.83,23,0,9.28,3,0,0,0,0,0,0,0,8.174999999999999,-0.127450980392156,18.2675,-0.3199184570671062,10.0925,-0.1947193110909811,26.75,-0.7833494518006403,0.5,-0.5,11.705,-2.4972589165365178,3.5,-0.5,7.424356518486806,0.4746976428021911,0.537499392588501,2.8
1,Sales,2026-05-05,7.82,17.89,10.08,21,0,11.11,3,0,0,0,0,0,0,0,8.161999999999999,-0.7726569581710921,18.202,-0.3472200878452779,10.04,0.0340898085854092,26.0,-1.118033988749895,0.4,-0.4472135954999579,11.22,-0.0801543629824105,3.4,-0.4472135954999578,2.704326895386531,0.47115696066912327,0.3207719655559565,1.2
1,Sales,2026-05-06,8.59,18.95,10.36,31,1,9.03,2,0,0,0,0,0,0,0,8.104999999999999,1.1553187401594278,18.15,0.9831244927645336,10.046666666666669,0.2985201218060072,25.166666666666668,1.2989718332941091,0.3333333333333333,0.8164965809277261,11.201666666666668,-1.7680404628515225,3.333333333333333,-1.6329931618554523,16.124112836213264,1.1901034101456385,1.5331234707431558,6.3
1,Sales,2026-05-07,7.72,19.65,11.93,25,0,18.09,3,0,0,0,0,0,0,0,8.174285714285714,-1.0693904748129113,18.264285714285712,1.7277902970249654,10.09142857142857,1.9043462929507065,26.0,-0.2148344622118298,0.4285714285714285,-0.5447047794019221,10.891428571428571,5.1803287732631365,3.142857142857143,-0.1587768372074889,23.25933850849067,2.579736810430534,1.9820140746063855,9.3
1,Sales,2026-05-08,8.62,18.41,9.79,42,0,15.99,4,0,0,0,0,0,0,1,8.1175,1.1828324860562676,18.4375,-0.0309132360768427,10.32125,-0.4806760955914411,25.875,3.729240533542997,0.375,-0.5040161287741853,11.79125,1.472334547825125,3.125,1.0485032066517366,44.07111392729496,2.2475094236540505,3.7511925736408798,16.7
1,Sales,2026-05-11,7.1,18.11,11.01,26,0,8.93,2,0,0,0,0,0,0,0,8.173333333333334,-2.488899344274618,18.434444444444445,-0.3898717280671174,10.262222222222222,0.7129232288036149,27.666666666666668,-0.2477647154157223,0.3333333333333333,-0.4714045207910316,12.257777777777775,-1.104677022829311,3.2222222222222223,-1.4666666666666668,13.672568003752442,1.5247383203447569,1.3623345478231808,5.5
1,Sales,2026-05-12,9.18,18.75,9.58,27,0,17.43,5,0,0,0,0,0,0,0,8.065999999999999,2.103326609272584,18.402,0.4397998530340125,10.337,-0.7445057340483543,27.5,-0.0785674201318386,0.3,-0.4444783184923153,11.925,1.8175230524134995,3.1,2.169952914736611,16.70651914271826,2.484416138384583,1.8469371104549224,7.0
1,Sales,2026-05-13,8.84,17.96,9.12,35,0,8.01,1,0,0,0,0,0,0,0,8.167272727272726,1.11307648183726,18.433636363636364,-0.6248819210747762,10.268181818181818,-1.1583289987110754,27.454545454545453,1.2493993843910236,0.2727272727272727,-0.4217411678366499,12.425454545454546,-1.330612622453482,3.272727272727273,-2.2523436567388977,16.734269388393678,0.9123255491100933,1.1687685455116288,6.3
1,Sales,2026-05-14,8.8,19.37,10.57,20,0,13.77,2,0,0,0,0,0,0,0,8.223333333333333,0.9483060312948264,18.394166666666667,1.3267474683576703,10.1725,0.3968866526435988,28.08333333333333,-1.3129923701053865,0.25,-0.4021998332699218,12.0575,0.5020469002237793,3.083333333333333,-0.9302990048157992,7.762854937173932,1.6767803475440932,1.0359697946951387,3.5
1,Sales,2026-05-15,8.02,17.99,9.97,25,0,11.71,2,0,0,0,0,0,0,0,8.267692307692307,-0.4102347454158788,18.46923076923077,-0.6352354820282751,10.203076923076924,-0.2414745625375248,27.46153846153846,-0.3903309877755727,0.2307692307692307,-0.3851644432598216,12.18923076923077,-0.1452137267482249,3.0,-0.8660254037844387,1.795899874557364,0.1597111351798845,0.3524591469817057,0.8
1,Sales,2026-05-18,8.21,17.68,9.47,24,0,14.54,3,0,0,0,0,0,0,0,8.25,-0.0685095934969624,18.435,-1.0257495265264225,10.18642857142857,-0.7708120231898482,27.285714285714285,-0.5391283155792697,0.2142857142857142,-0.3701382740549465,12.155,0.7515854701171478,2.9285714285714284,0.0625941123857883,3.0274799385266875,0.45861187923069346,0.39766284591430373,1.3
1,Sales,2026-05-19,8.44,19.45,11.01,35,0,8.86,3,0,0,0,0,0,0,0,8.302857142857142,0.2541397457309383,18.33428571428572,1.5159274660559308,10.03285714285714,1.151679370762798,26.785714285714285,1.3569852903591786,0.2142857142857142,-0.3701382740549465,12.41,-1.1045695563577074,2.857142857142857,0.1299350487094104,10.51469743299061,0.950171997410755,0.9061233817072554,4.1
1,Sales,2026-05-20,7.95,17.14,9.19,19,0,11.71,1,0,0,0,0,0,0,0,8.307857142857141,-0.6619274411767678,18.35214285714286,-1.5923782420987784,10.045714285714286,-0.9918985986185171,27.857142857142858,-1.4550253595089329,0.0714285714285714,-0.2672612419124244,12.224285714285712,-0.1537261357619677,2.7857142857142856,-1.699220106236541,13.475078947705263,1.817548433519806,1.4188588195624392,5.6
1,Sales,2026-05-21,8.73,17.54,8.81,28,0,8.91,3,0,0,0,0,0,0,0,8.290714285714285,0.8010275180042515,18.34642857142857,-1.046480505146373,10.05714285714286,-1.4686672808181491,27.285714285714285,0.1093334493576777,0.0714285714285714,-0.2672612419124244,12.122857142857145,-0.9626794061566846,2.7142857142857144,0.2509063473836104,5.903290305907077,0.16638117138509737,0.26535264299381045,2.1
1,Sales,2026-05-22,7.9,17.99,10.09,32,0,9.21,4,0,0,0,0,0,0,0,8.295,-0.7158148508578127,18.345,-0.4597271475717616,10.051428571428572,0.044962940062391,27.214285714285715,0.7341899847939739,0.0714285714285714,-0.2672612419124244,11.955,-0.7975899654622812,2.642857142857143,1.254502287470592,5.742002104171343,0.7317870512407272,0.6673040951803025,2.4
1,Sales,2026-05-25,8.72,17.16,8.44,22,3,12.19,3,0,0,0,0,1,0,0,8.28,0.7856757429124841,18.34857142857143,-1.5430116663783215,10.070000000000002,-1.9053228577146293,27.857142857142858,-0.8990842257926519,0.0714285714285714,10.957710918409402,11.95,0.0696489684916485,2.7142857142857144,0.2509063473836104,69.51495251163804,7.52604401534822,14.489831578401077,30.5
1,Sales,2026-05-26,8.58,19.17,10.59,26,1,11.97,3,0,0,0,0,0,0,0,8.344285714285714,0.4248686604962224,18.29642857142857,1.057096047404074,9.952857142857145,0.6637379637211213,27.928571428571427,-0.2995310165540047,0.2857142857142857,0.8653599980743744,12.027142857142858,-0.0166225107234748,2.7142857142857144,0.2509063473836104,4.397369237241253,0.8765089928460189,1.0532493004047725,2.1
1,Sales,2026-05-27,8.17,18.55,10.38,32,0,15.0,3,0,0,0,0,0,0,0,8.343571428571428,-0.3130464917643422,18.312142857142856,0.2825841417391035,9.969285714285716,0.4236975845218754,27.571428571428573,0.6926484712766675,0.2857142857142857,-0.3461439992297497,12.237142857142857,0.8300422127940413,2.7857142857142856,0.1910342210494695,1.689222036632999,0.40074147527320747,0.24647343344575348,0.8
1,Sales,2026-05-28,8.93,17.98,9.04,17,0,7.48,4,0,0,0,0,0,0,0,8.375714285714285,1.049906552769675,18.233571428571427,-0.3363013238833098,9.858571428571429,-1.0202649655846372,28.071428571428573,-1.7163481177028244,0.2857142857142857,-0.3461439992297497,12.016428571428571,-1.5139054387946849,2.7857142857142856,1.0825272526136602,11.924038667188016,1.1727695939809253,1.097102182545456,4.7
