employee_id,department,date,login_hour,logout_hour,session_length_hrs,files_accessed,usb_events,upload_mb,apps_used,after_hours_access,is_weekend,label_is_anomaly,is_odd_hour_login,high_usb_activity,large_upload,bulk_file_access,login_hour_baseline_mean,login_hour_zscore,logout_hour_baseline_mean,logout_hour_zscore,session_length_hrs_baseline_mean,session_length_hrs_zscore,files_accessed_baseline_mean,files_accessed_zscore,usb_events_baseline_mean,usb_events_zscore,upload_mb_baseline_mean,upload_mb_zscore,apps_used_baseline_mean,apps_used_zscore
1,Sales,2026-05-02,8.67,17.56,8.89,29,0,11.26,4,0,1,0,0,0,0,0,8.01,1.3858697343671684,18.503333333333334,-0.8477424590375423,10.493333333333332,-1.2078604518329907,26.0,0.5388159060803247,0.6666666666666666,-0.5773502691896256,11.853333333333333,-0.5239397501944668,3.3333333333333335,0.5773502691896255
1,Sales,2026-05-04,8.11,17.94,9.83,23,0,9.28,3,0,0,0,0,0,0,0,8.174999999999999,-0.12745098039215602,18.2675,-0.3199184570671062,10.0925,-0.1947193110909811,26.75,-0.7833494518006403,0.5,-0.5,11.705,-2.4972589165365178,3.5,-0.5
1,Sales,2026-05-05,7.82,17.89,10.08,21,0,11.11,3,0,0,0,0,0,0,0,8.161999999999999,-0.7726569581710921,18.201999999999998,-0.34722008784527797,10.040000000000001,0.034089808585409234,26.0,-1.118033988749895,0.4,-0.4472135954999579,11.22,-0.08015436298241051,3.4,-0.44721359549995787
1,Sales,2026-05-06,8.59,18.95,10.36,31,1,9.03,2,0,0,0,0,0,0,0,8.104999999999999,1.1553187401594278,18.150000000000002,0.9831244927645336,10.046666666666667,0.2985201218060072,25.166666666666668,1.2989718332941091,0.3333333333333333,0.8164965809277261,11.201666666666668,-1.7680404628515225,3.3333333333333335,-1.6329931618554523
1,Sales,2026-05-07,7.72,19.65,11.93,25,0,18.09,3,0,0,0,0,0,0,0,8.174285714285714,-1.0693904748129113,18.264285714285712,1.7277902970249654,10.09142857142857,1.9043462929507062,26.0,-0.21483446221182986,0.42857142857142855,-0.5447047794019221,10.891428571428571,5.1803287732631365,3.142857142857143,-0.1587768372074889
1,Sales,2026-05-08,8.62,18.41,9.79,42,0,15.99,4,0,0,0,0,0,0,1,8.1175,1.1828324860562676,18.4375,-0.03091323607684277,10.32125,-0.4806760955914411,25.875,3.7292405335429972,0.375,-0.5040161287741853,11.79125,1.472334547825125,3.125,1.0485032066517366
1,Sales,2026-05-11,7.1,18.11,11.01,26,0,8.93,2,0,0,0,0,0,0,0,8.173333333333334,-2.488899344274618,18.434444444444445,-0.38987172806711745,10.262222222222222,0.7129232288036149,27.666666666666668,-0.2477647154157223,0.3333333333333333,-0.4714045207910316,12.257777777777777,-1.104677022829311,3.2222222222222223,-1.4666666666666668
1,Sales,2026-05-12,9.18,18.75,9.58,27,0,17.43,5,0,0,0,0,0,0,0,8.065999999999999,2.103326609272584,18.401999999999997,0.43979985303401253,10.337,-0.7445057340483543,27.5,-0.07856742013183861,0.3,-0.44447831849231534,11.925,1.8175230524134993,3.1,2.169952914736611
1,Sales,2026-05-13,8.84,17.96,9.12,35,0,8.01,1,0,0,0,0,0,0,0,8.167272727272726,1.11307648183726,18.433636363636364,-0.6248819210747762,10.268181818181818,-1.1583289987110754,27.454545454545453,1.2493993843910236,0.2727272727272727,-0.42174116783664994,12.425454545454546,-1.330612622453482,3.272727272727273,-2.2523436567388977
1,Sales,2026-05-14,8.8,19.37,10.57,20,0,13.77,2,0,0,0,0,0,0,0,8.223333333333333,0.9483060312948263,18.394166666666667,1.3267474683576703,10.1725,0.3968866526435988,28.083333333333332,-1.3129923701053863,0.25,-0.40219983326992187,12.0575,0.5020469002237793,3.0833333333333335,-0.9302990048157993
